id,short_code,name,classification,type,size,color,description_main,description_extra,manufacturer,part_number
hardware_bearing_5200_series_5206_size_30_mm_id_62_mm_od_23_8_mm_depth,,Hardware Bearing 5200 Series 5206 Size 30 mm ID 62 mm OD 23 8 mm Depth,hardware,bearing,5200_series,5206_size,30_mm_id_62_mm_od_23_8_mm_depth,,,
hardware_bearing_5200_series_5207_size_35_mm_id_72_mm_od_26_9_mm_depth,,Hardware Bearing 5200 Series 5207 Size 35 mm ID 72 mm OD 26 9 mm Depth,hardware,bearing,5200_series,5207_size,35_mm_id_72_mm_od_26_9_mm_depth,,,
hardware_bearing_5200_series_5208_size_40_mm_id_80_mm_od_30_1_mm_depth,,Hardware Bearing 5200 Series 5208 Size 40 mm ID 80 mm OD 30 1 mm Depth,hardware,bearing,5200_series,5208_size,40_mm_id_80_mm_od_30_1_mm_depth,,,
hardware_bearing_5200_series_5209_size_45_mm_id_85_mm_od_30_1_mm_depth,,Hardware Bearing 5200 Series 5209 Size 45 mm ID 85 mm OD 30 1 mm Depth,hardware,bearing,5200_series,5209_size,45_mm_id_85_mm_od_30_1_mm_depth,,,
hardware_bearing_5200_series_5210_size_50_mm_id_90_mm_od_30_1_mm_depth,,Hardware Bearing 5200 Series 5210 Size 50 mm ID 90 mm OD 30 1 mm Depth,hardware,bearing,5200_series,5210_size,50_mm_id_90_mm_od_30_1_mm_depth,,,
hardware_bearing_5200_series_5211_size_55_mm_id_100_mm_od_33_3_mm_depth,,Hardware Bearing 5200 Series 5211 Size 55 mm ID 100 mm OD 33 3 mm Depth,hardware,bearing,5200_series,5211_size,55_mm_id_100_mm_od_33_3_mm_depth,,,
hardware_bearing_5200_series_5212_size_60_mm_id_110_mm_od_36_5_mm_depth,,Hardware Bearing 5200 Series 5212 Size 60 mm ID 110 mm OD 36 5 mm Depth,hardware,bearing,5200_series,5212_size,60_mm_id_110_mm_od_36_5_mm_depth,,,
hardware_bearing_5200_series_5213_size_65_mm_id_120_mm_od_38_1_mm_depth,,Hardware Bearing 5200 Series 5213 Size 65 mm ID 120 mm OD 38 1 mm Depth,hardware,bearing,5200_series,5213_size,65_mm_id_120_mm_od_38_1_mm_depth,,,
hardware_bearing_5200_series_5214_size_70_mm_id_125_mm_od_39_6_mm_depth,,Hardware Bearing 5200 Series 5214 Size 70 mm ID 125 mm OD 39 6 mm Depth,hardware,bearing,5200_series,5214_size,70_mm_id_125_mm_od_39_6_mm_depth,,,
hardware_bearing_5200_series_5215_size_75_mm_id_130_mm_od_41_2_mm_depth,,Hardware Bearing 5200 Series 5215 Size 75 mm ID 130 mm OD 41 2 mm Depth,hardware,bearing,5200_series,5215_size,75_mm_id_130_mm_od_41_2_mm_depth,,,
hardware_bearing_5200_series_5216_size_80_mm_id_140_mm_od_44_4_mm_depth,,Hardware Bearing 5200 Series 5216 Size 80 mm ID 140 mm OD 44 4 mm Depth,hardware,bearing,5200_series,5216_size,80_mm_id_140_mm_od_44_4_mm_depth,,,
hardware_bearing_5300_series_5300_size_10_mm_id_35_mm_od_19_05_mm_depth,,Hardware Bearing 5300 Series 5300 Size 10 mm ID 35 mm OD 19 05 mm Depth,hardware,bearing,5300_series,5300_size,10_mm_id_35_mm_od_19_05_mm_depth,,,
hardware_bearing_5300_series_5301_size_12_mm_id_37_mm_od_19_05_mm_depth,,Hardware Bearing 5300 Series 5301 Size 12 mm ID 37 mm OD 19 05 mm Depth,hardware,bearing,5300_series,5301_size,12_mm_id_37_mm_od_19_05_mm_depth,,,
hardware_bearing_5300_series_5302_size_15_mm_id_42_mm_od_19_05_mm_depth,,Hardware Bearing 5300 Series 5302 Size 15 mm ID 42 mm OD 19 05 mm Depth,hardware,bearing,5300_series,5302_size,15_mm_id_42_mm_od_19_05_mm_depth,,,
hardware_bearing_5300_series_5303_size_17_mm_id_47_mm_od_22_22_mm_depth,,Hardware Bearing 5300 Series 5303 Size 17 mm ID 47 mm OD 22 22 mm Depth,hardware,bearing,5300_series,5303_size,17_mm_id_47_mm_od_22_22_mm_depth,,,
hardware_bearing_5300_series_5304_size_20_mm_id_52_mm_od_22_22_mm_depth,,Hardware Bearing 5300 Series 5304 Size 20 mm ID 52 mm OD 22 22 mm Depth,hardware,bearing,5300_series,5304_size,20_mm_id_52_mm_od_22_22_mm_depth,,,
hardware_bearing_5300_series_5305_size_25_mm_id_62_mm_od_25_4_mm_depth,,Hardware Bearing 5300 Series 5305 Size 25 mm ID 62 mm OD 25 4 mm Depth,hardware,bearing,5300_series,5305_size,25_mm_id_62_mm_od_25_4_mm_depth,,,
hardware_bearing_5300_series_5306_size_30_mm_id_72_mm_od_30_16_mm_depth,,Hardware Bearing 5300 Series 5306 Size 30 mm ID 72 mm OD 30 16 mm Depth,hardware,bearing,5300_series,5306_size,30_mm_id_72_mm_od_30_16_mm_depth,,,
hardware_bearing_5300_series_5307_size_35_mm_id_80_mm_od_34_92_mm_depth,,Hardware Bearing 5300 Series 5307 Size 35 mm ID 80 mm OD 34 92 mm Depth,hardware,bearing,5300_series,5307_size,35_mm_id_80_mm_od_34_92_mm_depth,,,
hardware_bearing_5300_series_5308_size_40_mm_id_90_mm_od_36_51_mm_depth,,Hardware Bearing 5300 Series 5308 Size 40 mm ID 90 mm OD 36 51 mm Depth,hardware,bearing,5300_series,5308_size,40_mm_id_90_mm_od_36_51_mm_depth,,,
hardware_bearing_5300_series_5309_size_45_mm_id_100_mm_od_39_68_mm_depth,,Hardware Bearing 5300 Series 5309 Size 45 mm ID 100 mm OD 39 68 mm Depth,hardware,bearing,5300_series,5309_size,45_mm_id_100_mm_od_39_68_mm_depth,,,
hardware_bearing_5300_series_5310_size_50_mm_id_110_mm_od_44_45_mm_depth,,Hardware Bearing 5300 Series 5310 Size 50 mm ID 110 mm OD 44 45 mm Depth,hardware,bearing,5300_series,5310_size,50_mm_id_110_mm_od_44_45_mm_depth,,,
hardware_bearing_5300_series_5311_size_55_mm_id_120_mm_od_49_21_mm_depth,,Hardware Bearing 5300 Series 5311 Size 55 mm ID 120 mm OD 49 21 mm Depth,hardware,bearing,5300_series,5311_size,55_mm_id_120_mm_od_49_21_mm_depth,,,
hardware_bearing_5300_series_5312_size_60_mm_id_130_mm_od_53_97_mm_depth,,Hardware Bearing 5300 Series 5312 Size 60 mm ID 130 mm OD 53 97 mm Depth,hardware,bearing,5300_series,5312_size,60_mm_id_130_mm_od_53_97_mm_depth,,,
hardware_bearing_5300_series_5313_size_65_mm_id_140_mm_od_58_73_mm_depth,,Hardware Bearing 5300 Series 5313 Size 65 mm ID 140 mm OD 58 73 mm Depth,hardware,bearing,5300_series,5313_size,65_mm_id_140_mm_od_58_73_mm_depth,,,
hardware_bearing_5300_series_5314_size_70_mm_id_150_mm_od_63_5_mm_depth,,Hardware Bearing 5300 Series 5314 Size 70 mm ID 150 mm OD 63 5 mm Depth,hardware,bearing,5300_series,5314_size,70_mm_id_150_mm_od_63_5_mm_depth,,,
hardware_bearing_5300_series_5315_size_75_mm_id_160_mm_od_68_26_mm_depth,,Hardware Bearing 5300 Series 5315 Size 75 mm ID 160 mm OD 68 26 mm Depth,hardware,bearing,5300_series,5315_size,75_mm_id_160_mm_od_68_26_mm_depth,,,
hardware_bearing_5300_series_5316_size_80_mm_id_170_mm_od_68_26_mm_depth,,Hardware Bearing 5300 Series 5316 Size 80 mm ID 170 mm OD 68 26 mm Depth,hardware,bearing,5300_series,5316_size,80_mm_id_170_mm_od_68_26_mm_depth,,,
hardware_bearing_6000_series_6000_size_10_mm_id_26_mm_od_8_mm_depth,,Hardware Bearing 6000 Series 6000 Size 10 mm ID 26 mm OD 8 mm Depth,hardware,bearing,6000_series,6000_size,10_mm_id_26_mm_od_8_mm_depth,,,
hardware_bearing_6000_series_6001_size_12_mm_id_28_mm_od_8_mm_depth,,Hardware Bearing 6000 Series 6001 Size 12 mm ID 28 mm OD 8 mm Depth,hardware,bearing,6000_series,6001_size,12_mm_id_28_mm_od_8_mm_depth,,,
hardware_bearing_6000_series_6002_size_15_mm_id_32_mm_od_9_mm_depth,,Hardware Bearing 6000 Series 6002 Size 15 mm ID 32 mm OD 9 mm Depth,hardware,bearing,6000_series,6002_size,15_mm_id_32_mm_od_9_mm_depth,,,
hardware_bearing_6000_series_6003_size_17_mm_id_35_mm_od_10_mm_depth,,Hardware Bearing 6000 Series 6003 Size 17 mm ID 35 mm OD 10 mm Depth,hardware,bearing,6000_series,6003_size,17_mm_id_35_mm_od_10_mm_depth,,,
hardware_bearing_6000_series_6004_size_20_mm_id_42_mm_od_12_mm_depth,,Hardware Bearing 6000 Series 6004 Size 20 mm ID 42 mm OD 12 mm Depth,hardware,bearing,6000_series,6004_size,20_mm_id_42_mm_od_12_mm_depth,,,
hardware_bearing_6000_series_6005_size_25_mm_id_47_mm_od_12_mm_depth,,Hardware Bearing 6000 Series 6005 Size 25 mm ID 47 mm OD 12 mm Depth,hardware,bearing,6000_series,6005_size,25_mm_id_47_mm_od_12_mm_depth,,,
hardware_bearing_6000_series_6006_size_30_mm_id_55_mm_od_13_mm_depth,,Hardware Bearing 6000 Series 6006 Size 30 mm ID 55 mm OD 13 mm Depth,hardware,bearing,6000_series,6006_size,30_mm_id_55_mm_od_13_mm_depth,,,
hardware_bearing_6000_series_6007_size_35_mm_id_62_mm_od_14_mm_depth,,Hardware Bearing 6000 Series 6007 Size 35 mm ID 62 mm OD 14 mm Depth,hardware,bearing,6000_series,6007_size,35_mm_id_62_mm_od_14_mm_depth,,,
hardware_bearing_6000_series_6008_size_40_mm_id_68_mm_od_15_mm_depth,,Hardware Bearing 6000 Series 6008 Size 40 mm ID 68 mm OD 15 mm Depth,hardware,bearing,6000_series,6008_size,40_mm_id_68_mm_od_15_mm_depth,,,
hardware_bearing_6000_series_6009_size_45_mm_id_75_mm_od_16_mm_depth,,Hardware Bearing 6000 Series 6009 Size 45 mm ID 75 mm OD 16 mm Depth,hardware,bearing,6000_series,6009_size,45_mm_id_75_mm_od_16_mm_depth,,,
hardware_bearing_6000_series_6010_size_50_mm_id_80_mm_od_16_mm_depth,,Hardware Bearing 6000 Series 6010 Size 50 mm ID 80 mm OD 16 mm Depth,hardware,bearing,6000_series,6010_size,50_mm_id_80_mm_od_16_mm_depth,,,
hardware_bearing_6000_series_6011_size_55_mm_id_90_mm_od_18_mm_depth,,Hardware Bearing 6000 Series 6011 Size 55 mm ID 90 mm OD 18 mm Depth,hardware,bearing,6000_series,6011_size,55_mm_id_90_mm_od_18_mm_depth,,,
hardware_bearing_6000_series_6012_size_60_mm_id_95_mm_od_18_mm_depth,,Hardware Bearing 6000 Series 6012 Size 60 mm ID 95 mm OD 18 mm Depth,hardware,bearing,6000_series,6012_size,60_mm_id_95_mm_od_18_mm_depth,,,
hardware_bearing_6000_series_6013_size_65_mm_id_100_mm_od_18_mm_depth,,Hardware Bearing 6000 Series 6013 Size 65 mm ID 100 mm OD 18 mm Depth,hardware,bearing,6000_series,6013_size,65_mm_id_100_mm_od_18_mm_depth,,,
hardware_bearing_6000_series_6014_size_70_mm_id_110_mm_od_20_mm_depth,,Hardware Bearing 6000 Series 6014 Size 70 mm ID 110 mm OD 20 mm Depth,hardware,bearing,6000_series,6014_size,70_mm_id_110_mm_od_20_mm_depth,,,
hardware_bearing_6000_series_6015_size_75_mm_id_115_mm_od_20_mm_depth,,Hardware Bearing 6000 Series 6015 Size 75 mm ID 115 mm OD 20 mm Depth,hardware,bearing,6000_series,6015_size,75_mm_id_115_mm_od_20_mm_depth,,,
hardware_bearing_6000_series_6016_size_80_mm_id_125_mm_od_22_mm_depth,,Hardware Bearing 6000 Series 6016 Size 80 mm ID 125 mm OD 22 mm Depth,hardware,bearing,6000_series,6016_size,80_mm_id_125_mm_od_22_mm_depth,,,
hardware_bearing_6000_series_6017_size_85_mm_id_130_mm_od_22_mm_depth,,Hardware Bearing 6000 Series 6017 Size 85 mm ID 130 mm OD 22 mm Depth,hardware,bearing,6000_series,6017_size,85_mm_id_130_mm_od_22_mm_depth,,,
hardware_bearing_6000_series_6018_size_90_mm_id_140_mm_od_24_mm_depth,,Hardware Bearing 6000 Series 6018 Size 90 mm ID 140 mm OD 24 mm Depth,hardware,bearing,6000_series,6018_size,90_mm_id_140_mm_od_24_mm_depth,,,
hardware_bearing_6000_series_6019_size_95_mm_id_145_mm_od_24_mm_depth,,Hardware Bearing 6000 Series 6019 Size 95 mm ID 145 mm OD 24 mm Depth,hardware,bearing,6000_series,6019_size,95_mm_id_145_mm_od_24_mm_depth,,,
hardware_bearing_6000_series_6020_size_100_mm_id_150_mm_od_24_mm_depth,,Hardware Bearing 6000 Series 6020 Size 100 mm ID 150 mm OD 24 mm Depth,hardware,bearing,6000_series,6020_size,100_mm_id_150_mm_od_24_mm_depth,,,
hardware_bearing_6000_series_6021_size_105_mm_id_160_mm_od_26_mm_depth,,Hardware Bearing 6000 Series 6021 Size 105 mm ID 160 mm OD 26 mm Depth,hardware,bearing,6000_series,6021_size,105_mm_id_160_mm_od_26_mm_depth,,,
hardware_bearing_6000_series_6022_size_110_mm_id_170_mm_od_28_mm_depth,,Hardware Bearing 6000 Series 6022 Size 110 mm ID 170 mm OD 28 mm Depth,hardware,bearing,6000_series,6022_size,110_mm_id_170_mm_od_28_mm_depth,,,
hardware_bearing_6000_series_6024_size_120_mm_id_180_mm_od_28_mm_depth,,Hardware Bearing 6000 Series 6024 Size 120 mm ID 180 mm OD 28 mm Depth,hardware,bearing,6000_series,6024_size,120_mm_id_180_mm_od_28_mm_depth,,,
hardware_bearing_6000_series_6026_size_130_mm_id_200_mm_od_33_mm_depth,,Hardware Bearing 6000 Series 6026 Size 130 mm ID 200 mm OD 33 mm Depth,hardware,bearing,6000_series,6026_size,130_mm_id_200_mm_od_33_mm_depth,,,
hardware_bearing_6000_series_6028_size_140_mm_id_210_mm_od_33_mm_depth,,Hardware Bearing 6000 Series 6028 Size 140 mm ID 210 mm OD 33 mm Depth,hardware,bearing,6000_series,6028_size,140_mm_id_210_mm_od_33_mm_depth,,,
hardware_bearing_6000_series_6030_size_150_mm_id_225_mm_od_35_mm_depth,,Hardware Bearing 6000 Series 6030 Size 150 mm ID 225 mm OD 35 mm Depth,hardware,bearing,6000_series,6030_size,150_mm_id_225_mm_od_35_mm_depth,,,
hardware_bearing_600_series_603_size_3_mm_id_9_mm_od_5_mm_depth,,Hardware Bearing 600 Series 603 Size 3 mm ID 9 mm OD 5 mm Depth,hardware,bearing,600_series,603_size,3_mm_id_9_mm_od_5_mm_depth,,,
hardware_bearing_600_series_604_size_4_mm_id_12_mm_od_4_mm_depth,,Hardware Bearing 600 Series 604 Size 4 mm ID 12 mm OD 4 mm Depth,hardware,bearing,600_series,604_size,4_mm_id_12_mm_od_4_mm_depth,,,
hardware_bearing_600_series_605_size_5_mm_id_14_mm_od_5_mm_depth,,Hardware Bearing 600 Series 605 Size 5 mm ID 14 mm OD 5 mm Depth,hardware,bearing,600_series,605_size,5_mm_id_14_mm_od_5_mm_depth,,,
hardware_bearing_600_series_606_size_6_mm_id_17_mm_od_6_mm_depth,,Hardware Bearing 600 Series 606 Size 6 mm ID 17 mm OD 6 mm Depth,hardware,bearing,600_series,606_size,6_mm_id_17_mm_od_6_mm_depth,,,
hardware_bearing_600_series_607_size_7_mm_id_19_mm_od_6_mm_depth,,Hardware Bearing 600 Series 607 Size 7 mm ID 19 mm OD 6 mm Depth,hardware,bearing,600_series,607_size,7_mm_id_19_mm_od_6_mm_depth,,,
hardware_bearing_600_series_608_size_8_mm_id_22_mm_od_7_mm_depth,,Hardware Bearing 600 Series 608 Size 8 mm ID 22 mm OD 7 mm Depth,hardware,bearing,600_series,608_size,8_mm_id_22_mm_od_7_mm_depth,,,
hardware_bearing_600_series_609_size_9_mm_id_24_mm_od_7_mm_depth,,Hardware Bearing 600 Series 609 Size 9 mm ID 24 mm OD 7 mm Depth,hardware,bearing,600_series,609_size,9_mm_id_24_mm_od_7_mm_depth,,,
hardware_bearing_600_series_623_size_3_mm_id_10_mm_od_4_mm_depth,,Hardware Bearing 600 Series 623 Size 3 mm ID 10 mm OD 4 mm Depth,hardware,bearing,600_series,623_size,3_mm_id_10_mm_od_4_mm_depth,,,
hardware_bearing_600_series_624_size_4_mm_id_13_mm_od_5_mm_depth,,Hardware Bearing 600 Series 624 Size 4 mm ID 13 mm OD 5 mm Depth,hardware,bearing,600_series,624_size,4_mm_id_13_mm_od_5_mm_depth,,,
hardware_bearing_600_series_625_size_5_mm_id_16_mm_od_5_mm_depth,,Hardware Bearing 600 Series 625 Size 5 mm ID 16 mm OD 5 mm Depth,hardware,bearing,600_series,625_size,5_mm_id_16_mm_od_5_mm_depth,,,
hardware_bearing_600_series_626_size_6_mm_id_19_mm_od_6_mm_depth,,Hardware Bearing 600 Series 626 Size 6 mm ID 19 mm OD 6 mm Depth,hardware,bearing,600_series,626_size,6_mm_id_19_mm_od_6_mm_depth,,,
hardware_bearing_600_series_627_size_7_mm_id_22_mm_od_7_mm_depth,,Hardware Bearing 600 Series 627 Size 7 mm ID 22 mm OD 7 mm Depth,hardware,bearing,600_series,627_size,7_mm_id_22_mm_od_7_mm_depth,,,
hardware_bearing_600_series_628_size_8_mm_id_24_mm_od_8_mm_depth,,Hardware Bearing 600 Series 628 Size 8 mm ID 24 mm OD 8 mm Depth,hardware,bearing,600_series,628_size,8_mm_id_24_mm_od_8_mm_depth,,,
hardware_bearing_600_series_629_size_9_mm_id_26_mm_od_8_mm_depth,,Hardware Bearing 600 Series 629 Size 9 mm ID 26 mm OD 8 mm Depth,hardware,bearing,600_series,629_size,9_mm_id_26_mm_od_8_mm_depth,,,
hardware_bearing_600_series_633_size_3_mm_id_13_mm_od_5_mm_depth,,Hardware Bearing 600 Series 633 Size 3 mm ID 13 mm OD 5 mm Depth,hardware,bearing,600_series,633_size,3_mm_id_13_mm_od_5_mm_depth,,,
