id,short_code,name,type,description_main,description_only_numbers1151M390060,part_number_distributor_orbital_fasteners,webpage_distributor_orbital_fasteners,part_number_manufacturer_metalmate,webpage_manufacturer_metalmate,price_current,name_manufacturer_metalmate
hardware_bearing_6000_series_6018_size_90_mm_id_140_mm_od_24_mm_depth,,Hardware Bearing 6000 Series 6018 Size 90 mm ID 140 mm OD 24 mm Depth,bearing,90_mm_id_140_mm_od_24_mm_depth,,,,,,,
hardware_bearing_6000_series_6019_size_95_mm_id_145_mm_od_24_mm_depth,,Hardware Bearing 6000 Series 6019 Size 95 mm ID 145 mm OD 24 mm Depth,bearing,95_mm_id_145_mm_od_24_mm_depth,,,,,,,
hardware_bearing_6000_series_6020_size_100_mm_id_150_mm_od_24_mm_depth,,Hardware Bearing 6000 Series 6020 Size 100 mm ID 150 mm OD 24 mm Depth,bearing,100_mm_id_150_mm_od_24_mm_depth,,,,,,,
hardware_bearing_6000_series_6021_size_105_mm_id_160_mm_od_26_mm_depth,,Hardware Bearing 6000 Series 6021 Size 105 mm ID 160 mm OD 26 mm Depth,bearing,105_mm_id_160_mm_od_26_mm_depth,,,,,,,
hardware_bearing_6000_series_6022_size_110_mm_id_170_mm_od_28_mm_depth,,Hardware Bearing 6000 Series 6022 Size 110 mm ID 170 mm OD 28 mm Depth,bearing,110_mm_id_170_mm_od_28_mm_depth,,,,,,,
hardware_bearing_6000_series_6024_size_120_mm_id_180_mm_od_28_mm_depth,,Hardware Bearing 6000 Series 6024 Size 120 mm ID 180 mm OD 28 mm Depth,bearing,120_mm_id_180_mm_od_28_mm_depth,,,,,,,
hardware_bearing_6000_series_6026_size_130_mm_id_200_mm_od_33_mm_depth,,Hardware Bearing 6000 Series 6026 Size 130 mm ID 200 mm OD 33 mm Depth,bearing,130_mm_id_200_mm_od_33_mm_depth,,,,,,,
hardware_bearing_6000_series_6028_size_140_mm_id_210_mm_od_33_mm_depth,,Hardware Bearing 6000 Series 6028 Size 140 mm ID 210 mm OD 33 mm Depth,bearing,140_mm_id_210_mm_od_33_mm_depth,,,,,,,
hardware_bearing_6000_series_6030_size_150_mm_id_225_mm_od_35_mm_depth,,Hardware Bearing 6000 Series 6030 Size 150 mm ID 225 mm OD 35 mm Depth,bearing,150_mm_id_225_mm_od_35_mm_depth,,,,,,,
hardware_bearing_600_series_603_size_3_mm_id_9_mm_od_5_mm_depth,,Hardware Bearing 600 Series 603 Size 3 mm ID 9 mm OD 5 mm Depth,bearing,3_mm_id_9_mm_od_5_mm_depth,,,,,,,
hardware_bearing_600_series_604_size_4_mm_id_12_mm_od_4_mm_depth,,Hardware Bearing 600 Series 604 Size 4 mm ID 12 mm OD 4 mm Depth,bearing,4_mm_id_12_mm_od_4_mm_depth,,,,,,,
hardware_bearing_600_series_605_size_5_mm_id_14_mm_od_5_mm_depth,,Hardware Bearing 600 Series 605 Size 5 mm ID 14 mm OD 5 mm Depth,bearing,5_mm_id_14_mm_od_5_mm_depth,,,,,,,
hardware_bearing_600_series_606_size_6_mm_id_17_mm_od_6_mm_depth,,Hardware Bearing 600 Series 606 Size 6 mm ID 17 mm OD 6 mm Depth,bearing,6_mm_id_17_mm_od_6_mm_depth,,,,,,,
hardware_bearing_600_series_607_size_7_mm_id_19_mm_od_6_mm_depth,,Hardware Bearing 600 Series 607 Size 7 mm ID 19 mm OD 6 mm Depth,bearing,7_mm_id_19_mm_od_6_mm_depth,,,,,,,
hardware_bearing_600_series_608_size_8_mm_id_22_mm_od_7_mm_depth,,Hardware Bearing 600 Series 608 Size 8 mm ID 22 mm OD 7 mm Depth,bearing,8_mm_id_22_mm_od_7_mm_depth,,,,,,,
hardware_bearing_600_series_609_size_9_mm_id_24_mm_od_7_mm_depth,,Hardware Bearing 600 Series 609 Size 9 mm ID 24 mm OD 7 mm Depth,bearing,9_mm_id_24_mm_od_7_mm_depth,,,,,,,
hardware_bearing_600_series_623_size_3_mm_id_10_mm_od_4_mm_depth,,Hardware Bearing 600 Series 623 Size 3 mm ID 10 mm OD 4 mm Depth,bearing,3_mm_id_10_mm_od_4_mm_depth,,,,,,,
hardware_bearing_600_series_624_size_4_mm_id_13_mm_od_5_mm_depth,,Hardware Bearing 600 Series 624 Size 4 mm ID 13 mm OD 5 mm Depth,bearing,4_mm_id_13_mm_od_5_mm_depth,,,,,,,
hardware_bearing_600_series_625_size_5_mm_id_16_mm_od_5_mm_depth,,Hardware Bearing 600 Series 625 Size 5 mm ID 16 mm OD 5 mm Depth,bearing,5_mm_id_16_mm_od_5_mm_depth,,,,,,,
hardware_bearing_600_series_626_size_6_mm_id_19_mm_od_6_mm_depth,,Hardware Bearing 600 Series 626 Size 6 mm ID 19 mm OD 6 mm Depth,bearing,6_mm_id_19_mm_od_6_mm_depth,,,,,,,
hardware_bearing_600_series_627_size_7_mm_id_22_mm_od_7_mm_depth,,Hardware Bearing 600 Series 627 Size 7 mm ID 22 mm OD 7 mm Depth,bearing,7_mm_id_22_mm_od_7_mm_depth,,,,,,,
hardware_bearing_600_series_628_size_8_mm_id_24_mm_od_8_mm_depth,,Hardware Bearing 600 Series 628 Size 8 mm ID 24 mm OD 8 mm Depth,bearing,8_mm_id_24_mm_od_8_mm_depth,,,,,,,
hardware_bearing_600_series_629_size_9_mm_id_26_mm_od_8_mm_depth,,Hardware Bearing 600 Series 629 Size 9 mm ID 26 mm OD 8 mm Depth,bearing,9_mm_id_26_mm_od_8_mm_depth,,,,,,,
hardware_bearing_600_series_633_size_3_mm_id_13_mm_od_5_mm_depth,,Hardware Bearing 600 Series 633 Size 3 mm ID 13 mm OD 5 mm Depth,bearing,3_mm_id_13_mm_od_5_mm_depth,,,,,,,
